221	00:13:8f:6e:73:16		14	('14','00:13:8f:6e:73:16','221')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221')
10	00:13:8f:95:a2:a4		15	('15','00:13:8f:95:a2:a4','10')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10')
225	00:13:d3:15:ec:8d		16	('16','00:13:d3:15:ec:8d','225')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225')
200	00:14:2a:fe:d9:84		17	('17','00:14:2a:fe:d9:84','200')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200')
44	00:14:c2:d7:40:b6		18	('18','00:14:c2:d7:40:b6','44')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44')
183	00:15:58:12:3f:9c		19	('19','00:15:58:12:3f:9c','183')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44'),('19','00:15:58:12:3f:9c','183')
132	00:15:58:b0:dc:04		20	('20','00:15:58:b0:dc:04','132')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44'),('19','00:15:58:12:3f:9c','183'),('20','00:15:58:b0:dc:04','132')
40	00:16:17:43:f2:0b		21	('21','00:16:17:43:f2:0b','40')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44'),('19','00:15:58:12:3f:9c','183'),('20','00:15:58:b0:dc:04','132'),('21','00:16:17:43:f2:0b','40')
245	00:16:d3:55:d1:c6		22	('22','00:16:d3:55:d1:c6','245')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44'),('19','00:15:58:12:3f:9c','183'),('20','00:15:58:b0:dc:04','132'),('21','00:16:17:43:f2:0b','40'),('22','00:16:d3:55:d1:c6','245')
8	00:16:d4:50:44:59		23	('23','00:16:d4:50:44:59','8')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44'),('19','00:15:58:12:3f:9c','183'),('20','00:15:58:b0:dc:04','132'),('21','00:16:17:43:f2:0b','40'),('22','00:16:d3:55:d1:c6','245'),('23','00:16:d4:50:44:59','8')
101	00:16:d4:da:af:0b		24	('24','00:16:d4:da:af:0b','101')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44'),('19','00:15:58:12:3f:9c','183'),('20','00:15:58:b0:dc:04','132'),('21','00:16:17:43:f2:0b','40'),('22','00:16:d3:55:d1:c6','245'),('23','00:16:d4:50:44:59','8'),('24','00:16:d4:da:af:0b','101')
224	00:16:ec:a0:a5:db		25	('25','00:16:ec:a0:a5:db','224')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44'),('19','00:15:58:12:3f:9c','183'),('20','00:15:58:b0:dc:04','132'),('21','00:16:17:43:f2:0b','40'),('22','00:16:d3:55:d1:c6','245'),('23','00:16:d4:50:44:59','8'),('24','00:16:d4:da:af:0b','101'),('25','00:16:ec:a0:a5:db','224')
197	00:19:66:21:5f:65		26	('26','00:19:66:21:5f:65','197')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44'),('19','00:15:58:12:3f:9c','183'),('20','00:15:58:b0:dc:04','132'),('21','00:16:17:43:f2:0b','40'),('22','00:16:d3:55:d1:c6','245'),('23','00:16:d4:50:44:59','8'),('24','00:16:d4:da:af:0b','101'),('25','00:16:ec:a0:a5:db','224'),('26','00:19:66:21:5f:65','197')
214	00:19:db:68:4b:06		27	('27','00:19:db:68:4b:06','214')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44'),('19','00:15:58:12:3f:9c','183'),('20','00:15:58:b0:dc:04','132'),('21','00:16:17:43:f2:0b','40'),('22','00:16:d3:55:d1:c6','245'),('23','00:16:d4:50:44:59','8'),('24','00:16:d4:da:af:0b','101'),('25','00:16:ec:a0:a5:db','224'),('26','00:19:66:21:5f:65','197'),('27','00:19:db:68:4b:06','214')
26	00:19:db:cf:80:fd		28	('28','00:19:db:cf:80:fd','26')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44'),('19','00:15:58:12:3f:9c','183'),('20','00:15:58:b0:dc:04','132'),('21','00:16:17:43:f2:0b','40'),('22','00:16:d3:55:d1:c6','245'),('23','00:16:d4:50:44:59','8'),('24','00:16:d4:da:af:0b','101'),('25','00:16:ec:a0:a5:db','224'),('26','00:19:66:21:5f:65','197'),('27','00:19:db:68:4b:06','214'),('28','00:19:db:cf:80:fd','26')
28	00:19:db:cf:80:fd		29	('29','00:19:db:cf:80:fd','28')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44'),('19','00:15:58:12:3f:9c','183'),('20','00:15:58:b0:dc:04','132'),('21','00:16:17:43:f2:0b','40'),('22','00:16:d3:55:d1:c6','245'),('23','00:16:d4:50:44:59','8'),('24','00:16:d4:da:af:0b','101'),('25','00:16:ec:a0:a5:db','224'),('26','00:19:66:21:5f:65','197'),('27','00:19:db:68:4b:06','214'),('28','00:19:db:cf:80:fd','26'),('29','00:19:db:cf:80:fd','28')
86	00:1a:4d:84:b2:84		30	('30','00:1a:4d:84:b2:84','86')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44'),('19','00:15:58:12:3f:9c','183'),('20','00:15:58:b0:dc:04','132'),('21','00:16:17:43:f2:0b','40'),('22','00:16:d3:55:d1:c6','245'),('23','00:16:d4:50:44:59','8'),('24','00:16:d4:da:af:0b','101'),('25','00:16:ec:a0:a5:db','224'),('26','00:19:66:21:5f:65','197'),('27','00:19:db:68:4b:06','214'),('28','00:19:db:cf:80:fd','26'),('29','00:19:db:cf:80:fd','28'),('30','00:1a:4d:84:b2:84','86')
9	00:1a:4d:98:b3:18		31	('31','00:1a:4d:98:b3:18','9')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44'),('19','00:15:58:12:3f:9c','183'),('20','00:15:58:b0:dc:04','132'),('21','00:16:17:43:f2:0b','40'),('22','00:16:d3:55:d1:c6','245'),('23','00:16:d4:50:44:59','8'),('24','00:16:d4:da:af:0b','101'),('25','00:16:ec:a0:a5:db','224'),('26','00:19:66:21:5f:65','197'),('27','00:19:db:68:4b:06','214'),('28','00:19:db:cf:80:fd','26'),('29','00:19:db:cf:80:fd','28'),('30','00:1a:4d:84:b2:84','86'),('31','00:1a:4d:98:b3:18','9')
248	00:1a:4d:f1:09:9d		32	('32','00:1a:4d:f1:09:9d','248')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44'),('19','00:15:58:12:3f:9c','183'),('20','00:15:58:b0:dc:04','132'),('21','00:16:17:43:f2:0b','40'),('22','00:16:d3:55:d1:c6','245'),('23','00:16:d4:50:44:59','8'),('24','00:16:d4:da:af:0b','101'),('25','00:16:ec:a0:a5:db','224'),('26','00:19:66:21:5f:65','197'),('27','00:19:db:68:4b:06','214'),('28','00:19:db:cf:80:fd','26'),('29','00:19:db:cf:80:fd','28'),('30','00:1a:4d:84:b2:84','86'),('31','00:1a:4d:98:b3:18','9'),('32','00:1a:4d:f1:09:9d','248')
163	00:1a:92:d3:27:df		33	('33','00:1a:92:d3:27:df','163')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44'),('19','00:15:58:12:3f:9c','183'),('20','00:15:58:b0:dc:04','132'),('21','00:16:17:43:f2:0b','40'),('22','00:16:d3:55:d1:c6','245'),('23','00:16:d4:50:44:59','8'),('24','00:16:d4:da:af:0b','101'),('25','00:16:ec:a0:a5:db','224'),('26','00:19:66:21:5f:65','197'),('27','00:19:db:68:4b:06','214'),('28','00:19:db:cf:80:fd','26'),('29','00:19:db:cf:80:fd','28'),('30','00:1a:4d:84:b2:84','86'),('31','00:1a:4d:98:b3:18','9'),('32','00:1a:4d:f1:09:9d','248'),('33','00:1a:92:d3:27:df','163')
157	00:1b:24:3a:87:4a		34	('34','00:1b:24:3a:87:4a','157')		('1','00:01:6c:cf:d7:c4','103'),('2','00:02:44:03:47:9a','84'),('3','00:02:db:71:c0:78','15'),('4','00:03:0d:83:54:54','179'),('5','00:04:61:af:ee:16','125'),('6','00:04:61:ff:ff:ff','65'),('7','00:0a:e4:e8:6d:21','20'),('8','00:0d:61:9d:54:94','39'),('9','00:10:00:10:00:10','74'),('10','00:13:77:6d:b9:70','187'),('11','00:13:77:a9:ab:91','4'),('12','00:13:77:ab:d1:27','73'),('13','00:13:77:e8:89:c4','216'),('14','00:13:8f:6e:73:16','221'),('15','00:13:8f:95:a2:a4','10'),('16','00:13:d3:15:ec:8d','225'),('17','00:14:2a:fe:d9:84','200'),('18','00:14:c2:d7:40:b6','44'),('19','00:15:58:12:3f:9c','183'),('20','00:15:58:b0:dc:04','132'),('21','00:16:17:43:f2:0b','40'),('22','00:16:d3:55:d1:c6','245'),('23','00:16:d4:50:44:59','8'),('24','00:16:d4:da:af:0b','101'),('25','00:16:ec:a0:a5:db','224'),('26','00:19:66:21:5f:65','197'),('27','00:19:db:68:4b:06','214'),('28','00:19:db:cf:80:fd','26'),('29','00:19:db:cf:80:fd','28'),('30','00:1a:4d:84:b2:84','86'),('31','00:1a:4d:98:b3:18','9'),('32','00:1a:4d:f1:09:9d','248'),('33','00:1a:92:d3:27:df','163'),('34','00:1b:24:3a:87:4a','157')
